00:21:30:430.149   Line: 016/1, intID = 0
00:21:31:20.353   Line: 256/16, intID = 0
00:21:31:21.408   Line: 272/17, intID = 0
00:21:31:22.464   Line: 288/18, intID = 0
00:21:31:23.525   Line: 304/19, intID = 0
00:21:31:24.581   Line: 320/20, intID = 0
00:21:31:25.638   Line: 336/21, intID = 0
00:21:31:26.743   Line: 352/22, intID = 0
00:21:31:27.797   Line: 368/23, intID = 0
00:21:31:28.905   Line: 384/24, intID = 0
00:21:31:29.962   Line: 400/25, intID = 0
00:21:31:31.036   Line: 416/26, intID = 0
00:21:31:31.930   Line: 432/27, intID = 0
00:21:31:33.086   Line: 448/28, intID = 0
00:21:31:34.146   Line: 464/29, intID = 0
00:21:31:35.203   Line: 480/30, intID = 0
00:21:31:36.261   Line: 496/31, intID = 0
00:21:31:37.317   Line: 512/32, intID = 0
00:21:31:38.324   Line: 016/1, intID = 0
00:21:31:39.444   Line: 032/2, intID = 0
00:21:31:40.482   Line: 048/3, intID = 0
00:21:31:41.491   Line: 064/4, intID = 0
00:21:31:42.740   Line: 080/5, intID = 0
00:21:31:43.690   Line: 096/6, intID = 0
00:21:31:44.705   Line: 112/7, intID = 0
00:21:31:45.725   Line: 128/8, intID = 0
00:21:31:46.781   Line: 144/9, intID = 0
00:21:31:47.838   Line: 160/10, intID = 0
00:21:31:48.860   Line: 176/11, intID = 0
00:21:31:49.918   Line: 192/12, intID = 0
00:21:31:51.073   Line: 208/13, intID = 0
00:21:31:52.069   Line: 224/14, intID = 0
00:21:31:53.124   Line: 240/15, intID = 0
00:21:31:54.184   Line: 256/16, intID = 0
00:21:31:55.290   Line: 272/17, intID = 0
00:21:31:56.296   Line: 288/18, intID = 0
00:21:31:57.414   Line: 304/19, intID = 0
00:21:31:58.413   Line: 320/20, intID = 0
00:21:31:59.469   Line: 336/21, intID = 0
00:21:31:60.526   Line: 352/22, intID = 0
00:21:31:61.581   Line: 368/23, intID = 0
00:21:31:62.642   Line: 384/24, intID = 0
00:21:31:63.684   Line: 400/25, intID = 0
00:21:31:65.303   Line: 416/26, intID = 2
00:21:31:65.860   Line: 432/27, intID = 0
00:21:31:67.040   Line: 448/28, intID = 0
00:21:31:68.095   Line: 464/29, intID = 0
00:21:31:69.072   Line: 480/30, intID = 0
00:21:31:70.132   Line: 496/31, intID = 0
00:21:31:71.060   Line: 512/32, intID = 0
00:21:31:72.119   Line: 016/1, intID = 0
00:21:31:73.153   Line: 032/2, intID = 0
00:21:31:74.301   Line: 048/3, intID = 0
00:21:31:75.354   Line: 064/4, intID = 0
00:21:31:76.412   Line: 080/5, intID = 0
00:21:31:77.471   Line: 096/6, intID = 0
00:21:31:78.528   Line: 112/7, intID = 0
00:21:31:79.557   Line: 128/8, intID = 0
00:21:31:80.655   Line: 144/9, intID = 0
00:21:31:81.687   Line: 160/10, intID = 0
00:21:31:82.726   Line: 176/11, intID = 0
00:21:31:83.786   Line: 192/12, intID = 0
00:21:31:84.842   Line: 208/13, intID = 0
00:21:31:85.899   Line: 224/14, intID = 0
00:21:31:86.952   Line: 240/15, intID = 0
00:21:31:88.010   Line: 256/16, intID = 0
00:21:31:89.068   Line: 272/17, intID = 0
00:21:31:90.091   Line: 288/18, intID = 0
00:21:31:91.147   Line: 304/19, intID = 0
00:21:31:92.206   Line: 320/20, intID = 0
00:21:31:93.352   Line: 336/21, intID = 0
00:21:31:94.423   Line: 352/22, intID = 0
00:21:31:95.457   Line: 368/23, intID = 0
00:21:31:96.468   Line: 384/24, intID = 0
00:21:31:97.526   Line: 400/25, intID = 0
00:21:31:98.583   Line: 416/26, intID = 0
00:21:31:99.642   Line: 432/27, intID = 0
00:21:31:100.701   Line: 448/28, intID = 0
00:21:31:101.753   Line: 464/29, intID = 0
00:21:31:102.812   Line: 480/30, intID = 0
00:21:31:103.871   Line: 496/31, intID = 0
00:21:31:104.984   Line: 512/32, intID = 0
00:21:31:105.944   Line: 016/1, intID = 0
00:21:31:107.061   Line: 032/2, intID = 0
00:21:31:108.127   Line: 048/3, intID = 0
00:21:31:109.166   Line: 064/4, intID = 0
00:21:31:110.263   Line: 080/5, intID = 0
00:21:31:111.313   Line: 096/6, intID = 0
00:21:31:112.370   Line: 112/7, intID = 0
00:21:31:113.435   Line: 128/8, intID = 0
00:21:31:114.485   Line: 144/9, intID = 0
00:21:31:115.542   Line: 160/10, intID = 0
00:21:31:116.599   Line: 176/11, intID = 0
00:21:31:117.657   Line: 192/12, intID = 0
00:21:31:118.763   Line: 208/13, intID = 0
00:21:31:119.835   Line: 224/14, intID = 0
00:21:31:120.819   Line: 240/15, intID = 0
00:21:31:121.874   Line: 256/16, intID = 0
00:21:31:122.942   Line: 272/17, intID = 0
00:21:31:123.999   Line: 288/18, intID = 0
00:21:31:125.056   Line: 304/19, intID = 0
00:21:31:126.120   Line: 320/20, intID = 0
00:21:31:127.176   Line: 336/21, intID = 0
00:21:31:128.233   Line: 352/22, intID = 0
00:21:31:129.239   Line: 368/23, intID = 0
00:21:31:130.299   Line: 384/24, intID = 0
00:21:31:131.402   Line: 400/25, intID = 0
00:21:31:132.457   Line: 416/26, intID = 0
00:21:31:133.466   Line: 432/27, intID = 0
00:21:31:134.609   Line: 448/28, intID = 0
00:21:31:135.608   Line: 464/29, intID = 0
00:21:31:136.604   Line: 480/30, intID = 0
00:21:31:137.711   Line: 496/31, intID = 0
00:21:31:138.720   Line: 512/32, intID = 0
00:21:31:139.787   Line: 016/1, intID = 0
00:21:31:140.936   Line: 032/2, intID = 0
00:21:31:141.912   Line: 048/3, intID = 0
00:21:31:143.014   Line: 064/4, intID = 0
00:21:31:144.147   Line: 080/5, intID = 0
00:21:31:145.673   Line: 096/6, intID = 2
00:21:31:146.253   Line: 112/7, intID = 0
00:21:31:147.269   Line: 128/8, intID = 0
00:21:31:148.845   Line: 144/9, intID = 2
00:21:31:149.392   Line: 160/10, intID = 0
00:21:31:151.062   Line: 176/11, intID = 2
00:21:31:151.494   Line: 192/12, intID = 0
00:21:31:152.545   Line: 208/13, intID = 0
00:21:31:153.607   Line: 224/14, intID = 0
00:21:31:155.193   Line: 240/15, intID = 2
00:21:31:155.732   Line: 256/16, intID = 0
00:21:31:157.306   Line: 272/17, intID = 2
00:21:31:157.879   Line: 288/18, intID = 0
00:21:31:158.894   Line: 304/19, intID = 0
00:21:31:159.945   Line: 320/20, intID = 0
00:21:31:161.004   Line: 336/21, intID = 0
00:21:31:162.062   Line: 352/22, intID = 0
00:21:31:163.120   Line: 368/23, intID = 0
00:21:31:164.177   Line: 384/24, intID = 0
00:21:31:165.234   Line: 400/25, intID = 0
00:21:31:166.291   Line: 416/26, intID = 0
00:21:31:167.348   Line: 432/27, intID = 0
00:21:31:168.416   Line: 448/28, intID = 0
00:21:31:169.510   Line: 464/29, intID = 0
00:21:31:170.567   Line: 480/30, intID = 0
00:21:31:171.589   Line: 496/31, intID = 0
00:21:31:172.554   Line: 512/32, intID = 0
00:21:31:173.639   Line: 016/1, intID = 0
00:21:31:174.752   Line: 032/2, intID = 0
00:21:31:175.806   Line: 048/3, intID = 0
00:21:31:176.862   Line: 064/4, intID = 0
00:21:31:177.920   Line: 080/5, intID = 0
00:21:31:178.977   Line: 096/6, intID = 0
00:21:31:180.035   Line: 112/7, intID = 0
00:21:31:181.043   Line: 128/8, intID = 0
00:21:31:182.099   Line: 144/9, intID = 0
00:21:31:183.209   Line: 160/10, intID = 0
00:21:31:184.215   Line: 176/11, intID = 0
00:21:31:185.273   Line: 192/12, intID = 0
00:21:31:186.295   Line: 208/13, intID = 0
00:21:31:188.488   Line: 240/15, intID = 0
00:21:31:189.075   Line: 240/15, intID = 2
00:21:31:189.546   Line: 256/16, intID = 0
00:21:31:190.119   Line: 256/16, intID = 2
00:21:31:190.603   Line: 272/17, intID = 0
00:21:31:191.135   Line: 272/17, intID = 2
00:21:31:191.660   Line: 288/18, intID = 0
00:21:31:192.195   Line: 288/18, intID = 2
00:21:31:192.717   Line: 304/19, intID = 0
00:21:31:193.246   Line: 304/19, intID = 2
00:21:31:193.912   Line: 320/20, intID = 0
00:21:31:194.293   Line: 320/20, intID = 2
00:21:31:194.831   Line: 336/21, intID = 0
00:21:31:195.361   Line: 336/21, intID = 2
00:21:31:195.934   Line: 352/22, intID = 0
00:21:31:196.407   Line: 352/22, intID = 2
00:21:31:196.974   Line: 368/23, intID = 0
00:21:31:197.465   Line: 368/23, intID = 2
00:21:31:198.038   Line: 384/24, intID = 0
00:21:31:198.536   Line: 384/24, intID = 2
00:21:31:199.061   Line: 400/25, intID = 0
00:21:31:200.117   Line: 416/26, intID = 0
00:21:31:200.646   Line: 416/26, intID = 2
00:21:31:201.174   Line: 432/27, intID = 0
00:21:31:201.838   Line: 432/27, intID = 2
00:21:31:202.241   Line: 448/28, intID = 0
00:21:31:203.292   Line: 464/29, intID = 0
00:21:31:203.831   Line: 464/29, intID = 2
00:21:31:204.349   Line: 480/30, intID = 0
00:21:31:204.876   Line: 480/30, intID = 2
00:21:31:205.406   Line: 496/31, intID = 0
00:21:31:205.941   Line: 496/31, intID = 2
00:21:31:206.458   Line: 512/32, intID = 0
00:21:31:207.375   Line: 016/1, intID = 0
00:21:31:208.404   Line: 032/2, intID = 0
00:21:31:209.570   Line: 048/3, intID = 0
00:21:31:210.584   Line: 064/4, intID = 0
00:21:31:211.612   Line: 080/5, intID = 0
00:21:31:212.687   Line: 096/6, intID = 0
00:21:31:213.743   Line: 112/7, intID = 0
00:21:31:214.855   Line: 128/8, intID = 0
00:21:31:215.859   Line: 144/9, intID = 0
00:21:31:216.919   Line: 160/10, intID = 0
00:21:31:217.975   Line: 176/11, intID = 0
00:21:31:219.032   Line: 192/12, intID = 0
00:21:31:220.077   Line: 208/13, intID = 0
00:21:31:221.147   Line: 224/14, intID = 0
00:21:31:222.250   Line: 240/15, intID = 0
00:21:31:223.285   Line: 256/16, intID = 0
00:21:31:224.290   Line: 272/17, intID = 0
00:21:31:225.341   Line: 288/18, intID = 0
00:21:31:226.399   Line: 304/19, intID = 0
00:21:31:227.453   Line: 320/20, intID = 0
00:21:31:228.513   Line: 336/21, intID = 0
00:21:31:229.569   Line: 352/22, intID = 0
00:21:31:230.605   Line: 368/23, intID = 0
00:21:31:231.777   Line: 384/24, intID = 0
00:21:31:232.775   Line: 400/25, intID = 0
00:21:31:233.833   Line: 416/26, intID = 0
00:21:31:234.937   Line: 432/27, intID = 0
00:21:31:236.051   Line: 448/28, intID = 0
00:21:31:236.970   Line: 464/29, intID = 0
00:21:31:238.027   Line: 480/30, intID = 0
00:21:31:239.086   Line: 496/31, intID = 0
00:21:31:240.143   Line: 512/32, intID = 0
00:21:31:241.291   Line: 016/1, intID = 0
00:21:31:242.320   Line: 032/2, intID = 0
00:21:31:243.381   Line: 048/3, intID = 0
00:21:31:244.439   Line: 064/4, intID = 0
00:21:31:245.494   Line: 080/5, intID = 0
00:21:31:246.584   Line: 096/6, intID = 0
00:21:31:247.690   Line: 112/7, intID = 0
00:21:31:248.707   Line: 128/8, intID = 0
00:21:31:249.756   Line: 144/9, intID = 0
00:21:31:250.810   Line: 160/10, intID = 0
00:21:31:250.844   Line: 160/10, intID = 0
00:21:31:251.873   Line: 176/11, intID = 0
00:21:31:252.973   Line: 192/12, intID = 0
00:21:31:253.947   Line: 208/13, intID = 0
00:21:31:255.043   Line: 224/14, intID = 0
00:21:31:256.102   Line: 240/15, intID = 0
00:21:31:257.158   Line: 256/16, intID = 0
00:21:31:258.216   Line: 272/17, intID = 0
00:21:31:259.269   Line: 288/18, intID = 0
00:21:31:260.435   Line: 304/19, intID = 0
00:21:31:261.507   Line: 320/20, intID = 0
00:21:31:262.451   Line: 336/21, intID = 0
00:21:31:263.525   Line: 352/22, intID = 0
00:21:31:264.579   Line: 368/23, intID = 0
00:21:31:265.639   Line: 384/24, intID = 0
00:21:31:266.696   Line: 400/25, intID = 0
00:21:31:267.751   Line: 416/26, intID = 0
00:21:31:268.810   Line: 432/27, intID = 0
00:21:31:269.890   Line: 448/28, intID = 0
00:21:31:270.890   Line: 464/29, intID = 0
00:21:31:271.938   Line: 480/30, intID = 0
00:21:31:273.086   Line: 496/31, intID = 0
00:21:31:274.064   Line: 512/32, intID = 0
00:21:31:275.068   Line: 016/1, intID = 0
00:21:31:276.136   Line: 032/2, intID = 0
00:21:31:277.198   Line: 048/3, intID = 0
00:21:31:278.243   Line: 064/4, intID = 0
00:21:31:282.508   Line: 128/8, intID = 0
00:21:31:284.622   Line: 160/10, intID = 0
00:21:31:285.734   Line: 176/11, intID = 0
00:21:31:286.796   Line: 192/12, intID = 0
00:21:31:287.806   Line: 208/13, intID = 0
00:21:31:288.862   Line: 224/14, intID = 0
00:21:31:289.908   Line: 240/15, intID = 0
00:21:31:290.965   Line: 256/16, intID = 0
00:21:31:292.025   Line: 272/17, intID = 0
00:21:31:293.088   Line: 288/18, intID = 0
00:21:31:294.139   Line: 304/19, intID = 0
00:21:31:295.196   Line: 320/20, intID = 0
00:21:31:296.251   Line: 336/21, intID = 0
00:21:31:297.313   Line: 352/22, intID = 0
00:21:31:298.345   Line: 368/23, intID = 0
00:21:31:299.472   Line: 384/24, intID = 0
00:21:31:300.488   Line: 400/25, intID = 0
00:21:31:301.534   Line: 416/26, intID = 0
00:21:31:302.585   Line: 432/27, intID = 0
00:21:31:303.655   Line: 448/28, intID = 0
00:21:31:304.713   Line: 464/29, intID = 0
00:21:31:305.771   Line: 480/30, intID = 0
00:21:31:306.828   Line: 496/31, intID = 0
00:21:31:307.885   Line: 512/32, intID = 0
00:21:31:308.958   Line: 016/1, intID = 0
00:21:31:310.071   Line: 032/2, intID = 0
00:21:31:311.171   Line: 048/3, intID = 0
00:21:31:312.166   Line: 064/4, intID = 0
00:21:31:313.176   Line: 080/5, intID = 0
00:21:31:314.288   Line: 096/6, intID = 0
00:21:31:315.331   Line: 112/7, intID = 0
00:21:31:316.373   Line: 128/8, intID = 0
00:21:31:317.417   Line: 144/9, intID = 0
00:21:31:318.473   Line: 160/10, intID = 0
00:21:31:319.529   Line: 176/11, intID = 0
00:21:31:320.598   Line: 192/12, intID = 0
00:21:31:321.575   Line: 208/13, intID = 0
00:21:31:321.677   Line: 208/13, intID = 0
00:21:31:322.719   Line: 224/14, intID = 0
00:21:31:323.818   Line: 240/15, intID = 0
00:21:31:324.905   Line: 256/16, intID = 0
00:21:31:325.912   Line: 272/17, intID = 0
00:21:31:326.987   Line: 288/18, intID = 0
00:21:31:328.053   Line: 304/19, intID = 0
00:21:31:329.094   Line: 320/20, intID = 0
00:21:31:330.151   Line: 336/21, intID = 0
00:21:31:331.208   Line: 352/22, intID = 0
00:21:31:332.265   Line: 368/23, intID = 0
00:21:31:333.323   Line: 384/24, intID = 0
00:21:31:334.380   Line: 400/25, intID = 0
00:21:31:335.431   Line: 416/26, intID = 0
00:21:31:336.537   Line: 432/27, intID = 0
00:21:31:337.681   Line: 448/28, intID = 0
00:21:31:338.594   Line: 464/29, intID = 0
00:21:31:339.661   Line: 480/30, intID = 0
00:21:31:340.722   Line: 496/31, intID = 0
00:21:31:341.698   Line: 512/32, intID = 0
00:21:31:342.784   Line: 016/1, intID = 0
00:21:31:343.919   Line: 032/2, intID = 0
00:21:31:344.868   Line: 048/3, intID = 0
00:21:31:345.966   Line: 064/4, intID = 0
00:21:31:347.022   Line: 080/5, intID = 0
00:21:31:348.076   Line: 096/6, intID = 0
00:21:31:349.183   Line: 112/7, intID = 0
00:21:31:350.230   Line: 128/8, intID = 0
00:21:31:351.246   Line: 144/9, intID = 0
00:21:31:352.302   Line: 160/10, intID = 0
00:21:31:353.412   Line: 176/11, intID = 0
00:21:31:354.473   Line: 192/12, intID = 0
00:21:31:355.529   Line: 208/13, intID = 0
00:21:31:356.585   Line: 224/14, intID = 0
00:21:31:357.645   Line: 240/15, intID = 0
00:21:31:359.327   Line: 256/16, intID = 2
00:21:31:359.745   Line: 272/17, intID = 0
00:21:31:360.810   Line: 288/18, intID = 0
00:21:31:361.817   Line: 304/19, intID = 0
00:21:31:362.914   Line: 320/20, intID = 0
00:21:31:364.035   Line: 336/21, intID = 0
00:21:31:364.989   Line: 352/22, intID = 0
00:21:31:366.051   Line: 368/23, intID = 0
00:21:31:367.122   Line: 384/24, intID = 0
00:21:31:368.170   Line: 400/25, intID = 0
00:21:31:369.268   Line: 416/26, intID = 0
00:21:31:370.330   Line: 432/27, intID = 0
00:21:31:371.383   Line: 448/28, intID = 0
00:21:31:372.447   Line: 464/29, intID = 0
00:21:31:374.028   Line: 480/30, intID = 2
00:21:31:375.666   Line: 512/32, intID = 0
00:21:31:376.623   Line: 016/1, intID = 0
00:21:31:377.668   Line: 032/2, intID = 0
00:21:31:378.781   Line: 048/3, intID = 0
00:21:31:379.838   Line: 064/4, intID = 0
00:21:31:380.895   Line: 080/5, intID = 0
00:21:31:381.953   Line: 096/6, intID = 0
00:21:31:383.009   Line: 112/7, intID = 0
00:21:31:384.067   Line: 128/8, intID = 0
00:21:31:385.124   Line: 144/9, intID = 0
00:21:31:386.181   Line: 160/10, intID = 0
00:21:31:387.380   Line: 176/11, intID = 0
00:21:31:388.340   Line: 192/12, intID = 0
00:21:31:389.356   Line: 208/13, intID = 0
00:21:31:390.509   Line: 224/14, intID = 0
00:21:31:391.466   Line: 240/15, intID = 0
00:21:31:392.523   Line: 256/16, intID = 0
00:21:31:393.591   Line: 272/17, intID = 0
00:21:31:394.638   Line: 288/18, intID = 0
00:21:31:395.696   Line: 304/19, intID = 0
00:21:31:396.737   Line: 320/20, intID = 0
00:21:31:397.878   Line: 336/21, intID = 0
00:21:31:398.861   Line: 352/22, intID = 0
00:21:31:399.968   Line: 368/23, intID = 0
00:21:31:401.032   Line: 384/24, intID = 0
00:21:31:402.055   Line: 400/25, intID = 0
00:21:31:403.097   Line: 416/26, intID = 0
00:21:31:404.151   Line: 432/27, intID = 0
00:21:31:405.204   Line: 448/28, intID = 0
00:21:31:406.217   Line: 464/29, intID = 0
00:21:31:407.274   Line: 480/30, intID = 0
00:21:31:408.330   Line: 496/31, intID = 0
00:21:31:409.398   Line: 512/32, intID = 0
00:21:31:410.406   Line: 016/1, intID = 0
00:21:31:411.403   Line: 032/2, intID = 0
00:21:31:412.506   Line: 048/3, intID = 0
00:21:31:413.548   Line: 064/4, intID = 0
00:21:31:415.737   Line: 096/6, intID = 0
00:21:31:416.246   Line: 096/6, intID = 2
00:21:31:417.828   Line: 128/8, intID = 0
00:21:31:419.948   Line: 160/10, intID = 0
00:21:31:421.003   Line: 176/11, intID = 0
00:21:31:422.055   Line: 192/12, intID = 0
00:21:31:423.110   Line: 208/13, intID = 0
00:21:31:424.167   Line: 224/14, intID = 0
00:21:31:425.225   Line: 240/15, intID = 0
00:21:31:426.382   Line: 256/16, intID = 0
00:21:31:427.554   Line: 272/17, intID = 0
00:21:31:428.430   Line: 288/18, intID = 0
00:21:31:429.459   Line: 304/19, intID = 0
00:21:31:430.516   Line: 320/20, intID = 0
00:21:31:431.534   Line: 336/21, intID = 0
00:21:31:431.581   Line: 336/21, intID = 0
00:21:31:432.630   Line: 352/22, intID = 0
00:21:31:433.687   Line: 368/23, intID = 0
00:21:31:434.745   Line: 384/24, intID = 0
00:21:31:435.801   Line: 400/25, intID = 0
00:21:31:436.858   Line: 416/26, intID = 0
00:21:31:437.915   Line: 432/27, intID = 0
00:21:31:439.077   Line: 448/28, intID = 0
00:21:31:440.075   Line: 464/29, intID = 0
00:21:31:441.133   Line: 480/30, intID = 0
00:21:31:442.148   Line: 496/31, intID = 0
00:21:31:443.182   Line: 512/32, intID = 0
00:21:31:444.206   Line: 016/1, intID = 0
00:21:31:445.300   Line: 032/2, intID = 0
00:21:31:446.374   Line: 048/3, intID = 0
00:21:31:447.421   Line: 064/4, intID = 0
00:21:31:448.485   Line: 080/5, intID = 0
00:21:31:449.544   Line: 096/6, intID = 0
00:21:31:450.602   Line: 112/7, intID = 0
00:21:31:451.610   Line: 128/8, intID = 0
00:21:31:452.715   Line: 144/9, intID = 0
00:21:31:453.784   Line: 160/10, intID = 0
00:21:31:454.958   Line: 176/11, intID = 0
00:21:31:455.864   Line: 192/12, intID = 0
00:21:31:456.830   Line: 208/13, intID = 0
00:21:31:457.915   Line: 224/14, intID = 0
00:21:31:459.011   Line: 240/15, intID = 0
00:21:31:460.032   Line: 256/16, intID = 0
00:21:31:461.087   Line: 272/17, intID = 0
00:21:31:462.142   Line: 288/18, intID = 0
00:21:31:463.199   Line: 304/19, intID = 0
00:21:31:464.299   Line: 320/20, intID = 0
00:21:31:465.512   Line: 336/21, intID = 0
00:21:31:466.516   Line: 352/22, intID = 0
00:21:31:467.526   Line: 368/23, intID = 0
00:21:31:469.625   Line: 400/25, intID = 0
00:21:31:470.161   Line: 400/25, intID = 2
00:21:31:470.666   Line: 416/26, intID = 0
00:21:31:471.355   Line: 416/26, intID = 2
00:21:31:471.760   Line: 432/27, intID = 0
00:21:31:472.316   Line: 432/27, intID = 2
00:21:31:472.799   Line: 448/28, intID = 0
00:21:31:473.340   Line: 448/28, intID = 2
00:21:31:473.856   Line: 464/29, intID = 0
00:21:31:474.370   Line: 464/29, intID = 2
00:21:31:474.914   Line: 480/30, intID = 0
00:21:31:475.438   Line: 480/30, intID = 2
00:21:31:475.971   Line: 496/31, intID = 0
00:21:31:476.454   Line: 496/31, intID = 2
00:21:31:476.488   Line: 496/31, intID = 2
00:21:31:477.028   Line: 512/32, intID = 0
00:21:31:478.084   Line: 016/1, intID = 0
00:21:31:479.131   Line: 032/2, intID = 0
00:21:31:480.181   Line: 048/3, intID = 0
00:21:31:481.296   Line: 064/4, intID = 0
